b1944448	302148337	KINETICS OF REACTIONS IN MODERATELY CONCENTRATED AQUEOUS ACIDS
b1944483	302143811	THE REGENERATION OF THE NEURAL RETINA FROM RETINA PIGMENT CELLS IN ADULT NEWT EYES: AN ELECTRON MICROSCOPIC STUDY
b1944436	302143766	FINE STRUCTURE AND DEVELOPMENT OF THE HORNY JAWS AND TEETH OF THE TADPOLE(RANA PIPIENS)
b1944406	302113334	MACROMOLECULE SYNTHESIS IN DEVELOPING SEA URCHIN EGGS. THE EFFECT OF ACTINOMYCIN D AND DEUTERIUM-OXIDE
b1944497	302167545	THE PILGRIMS' PROGRESS: THE ECCLESIASTICAL HISTORY OF THE OLD COLONY, 1620-1775 (VOLUMES I AND II)
b1944530	302160834	I. NUCLEAR MAGNETIC RESONANCE AS A TOOL FOR STUDY OF NUCLEIC ACID STRUCTURE. II. ELECTRIC POLARIZATION OF POLYELECTROLYTE SOLUTIONS.
b1944577	302132081	THE SYNTHESIS OF A-AZA-PREGNANES VIA THE BECKMANN REARRANGEMENT OF OXIMES
b1944617	302345169	THE SYNTHESIS OF A-NOR STEROIDS IN THE BILE ACID SERIES
b1944650	302341909	THE SPLINE IN TENSION (HYPERBOLIC SPLINE) AND THE REDUCTION OF EXTRANEOUSINFLECTION POINTS
b1944585	302341249	PART I. NUCLEOPHILIC REACTIVITY OF NITROGEN ANIONS TOWARDS METHLIODIDE. PART II. BASE CATALYSIS AND THE MECHANISM OF NUCLEOPHILIC AROMATIC SUBSTITUTION
b1944658	302341104	STUDIES IN HAWTHORNE'S USE OF THE BIBLE
b1944598	302208264	AN ABSOLUTE DETERMINATION OF THE VISCOSITY OF SEVEN GASES TO HIGH TEMPERATURES
b1944595	302203256	THE OLD TESTAMENT IN THE GOSPEL OF LUKE; WITH EMPHASIS ON THE INTERPRETATION OF ISAIAH 61.1-2. (VOLUMES I AND II)
b1944623	302171133	EXPERIMENTS IN HYDRODYNAMIC STABILITY
b1944660	302171074	SOUND PROPAGATION IN AN AEROSOL
b1944613	302170940	THE SYSTEMS SILVER - ANTIMONY - SULFUR, SILVER - ARSENIC - SULFUR, AND SILVER - BISMUTH - SULFUR: PHASE RELATIONS AND MINERALOGICAL SIGNIFICANCE
b1948875	302265036	AN EXPERIMENTAL STUDY OF THE STRENGTHENING MECHANISM AND FRACTURE BEHAVIOR OF SPHEROIDIZED CARBON STEELS
b1944748	302240071	EMERGENCE OF A MYTH: JOHN FILSON'S 'DANIEL BOON NARRATIVE' AND THE LITERATURE OF THE INDIAN WARS, 1638-1848
b1944673	302239939	PALEOENVIRONMENTS OF THE COEYMANS FORMATION (LOWER DEVONIAN) OF NEW YORK STATE
b1944727	302233613	THE SYNTHESIS OF A-NORANDROSTANES BY THE DIECKMANN CYCLIZATION
b1944699	302228095	THE KINETICS OF THE OXIDATION OF ETHANOL BY PEROXYDISULPHATE ION
b1944705	302220078	AUTHOR AND PUBLISHER: VOLTAIRE'S 'TANCREDE.'
b1944696	302217642	JACOB LE DUCHAT, FIRST OF RABELAIS
b1944712	288329620	SOME ASPECTS OF DIFFERENCE EQUATIONS
b1944780	302319443	OLFACTORY ADAPTATION AND DIRECT SCALING OF ODOR INTENSITY
b1944847	302311383	THE EFFECT OF LONG-RANGE INTERMOLECULAR FORCES ON THE DRAG OF AN OSCILLATING DISK AND ON THE VISCOSITY OF GASES
b1944858	302310820	GRANT TRANSLATEUR': THE LIFE AND TRANSLATIONS OF JOHN BOURCHIER, SECONDBARON BERNERS
b1944869	302306709	A STATISTICAL MECHANICAL STUDY OF IMPURITY INDUCED INFRARED ABSORPTION
b1944820	302306469	THE KINETICS AND MECHANISMS OF THE OXIDATION OF METHANOL AND OF SOME PARA-SUBSTITUTED ALPHA-PHENYLETHANOLS BY AQUEOUS POTASSIUM PEROXYDISULFATE
b1944864	302306377	H. L. MENCKEN AND AMERICAN LITERATURE
b1944811	302295034	MIGRATION AND FUNCTIONAL EXPANSION: AN ECOLOGICAL ANALYSIS OF INTERMETROPOLITAN MIGRATION
b1944853	302294454	THE 'HEXAPTERYGON' OF MICHAEL CHRYSOKOKKES
b1944852	302288515	THE SYNTHESIS OF A-NORSTEROIDS VIA THE DIECKMANN CONDENSATION
b1944866	302288465	A NOVEL DEHALOGENATION REACTION OF POLYHALOBENZENES
b1944863	302288109	SEDIMENTOLOGIC AND GEOCHEMICAL STUDIES OF THE BALD EAGLE - JUNIATA COLOR BOUNDARY, CENTRAL PENNSYLVANIA
b1944793	302284976	ETHNIC CONSCIOUSNESS AND POLITICAL BEHAVIOR
b1944894	302284733	THE RING CONTRACTION OF STEROIDAL BROMOHYDRINS
b1944779	302284708	THE INVESTIGATION OF SOME REACTIONS OF ALPHA-LIPOIC ACID
b1947632	302409775	CONESTOGA CROSSROADS: THE RISE OF LANCASTER, PENNSYLVANIA, 1730-1789
b1949629	302409647	THE USES AND LIMITATIONS OF FRENCH NAVAL POWER IN THE REIGN OF LOUIS XIV: THE ADMINISTRATION OF THE MARQUIS DE SEIGNELAY, 1683-1690
b1944949	302409432	THE FORMATION OF OXAZIRANES FROM SCHIFF BASES: A KINETIC STUDY
b1944932	302394407	THE PHOTOLYSIS OF ALLENES
b1944930	302394263	SARTRE'S PHILOSOPHICAL ANTHROPOLOGY IN RELATION TO HIS ETHICS: A CRITICISM OF SELECTED CRITICS
b1944922	302388864	AN INTEGRATED MODEL OF CARBONATE DEPOSITIONAL BASIN EVOLUTION: LATE CAYUGAN (UPPER SILURIAN) AND HELDERBERGIAN (LOWER DEVONIAN) OF THE CENTRAL APPALACHIANS
b6053402	302371632	COMPUTER SIMULATIONS OF MAGNETIC RESONANCE SPECTRA OBSERVED IN POLYCRYSTALLINE AND GLASSY MATERIALS, WITH SPECIAL APPLICATION TO ELECTRON SPIN RESONANCE STUDIES OF ALKALI-BORATE CERAMICS
b1947613	302367507	SUPERHEATING, SUPERCOOLING, AND SURFACE SUPERCONDUCTIVITY OF PURE TYPE-I SUPERCONDUCTORS AND THEIR ALLOYS
b1944885	302366580	THE PASTORAL IDYLLS OF THEOCRITUS
b1944904	302362951	DESPOTISM, LIBERTY, AND RETROGRESSION: THE POLITICAL PHILOSOPHY OF HERBERT SPENCER
b1947622	302362722	NON-BANK FINANCIAL INTERMEDIARIES AND THE EFFECTIVENESS OF MONETARY POLICY
b1944882	302362462	INFINITE DIMENSIONAL ITERATIVE METHODS AND APPLICATIONS
b1944898	302362041	LANGUAGE AND RHETORIC OF THE LAW IN 'DE RERUM NATURA'
b1947663	302520630	DETERMINANTS OF INDIVIDUAL MOBILITY IN DIFFERENT SOCIAL CLASSES
b1947652	302520435	SWIFT'S ART OF IMPERSONATION: THE PERSONAE OF "A TALE OF A TUB," "A MODEST PROPOSAL," AND THE "ARGUMENT AGAINST ABOLISHING CHRISTIANITY."
b1947690	302515771	PERMANGANATE OXIDATIONS OF UNSATURATED STEROIDS IN PYRIDINE
b1947681	302515656	AN ANALYSIS OF LYING AND SOME THOUGHTS ON ITS MORAL EVALUATION.
b1947892	302515490	THE ACHIEVEMENT OF FRANK O'HARA
b1947661	302514724	ANATOMY OF A PRESIDENTIAL PRIMARY: AN ANALYSIS OF NEW HAMPSHIRE'S IMPACT ON AMERICAN POLITICS
b1947727	302514637	BAND STRUCTURE AND OPTICAL PROPERTIES OF SEMICONDUCTORS: USING THE EMPIRICAL FULL-ZONE K.P METHOD
b1947640	302501850	JEFFERSON'S POLITICS OF MORALITY: THE PURPOSE AND MEANING OF HIS EXTRACTS FROM THE EVANGELISTS, "THE PHILOSOPHY OF JESUS OF NAZARETH" AND "THE LIFE AND MORALS OF JESUS OF NAZARETH."
b1947657	302501693	THE FOREST CIVILIZATION OF NEW ENGLAND: TIMBER, TRADE, AND SOCIETY IN THEAGE OF WOOD, 1600-1688
b1947648	302501215	CALLIMACHUS, HYMN IV: AN EXEGESIS.
b1947737	302500487	THE COMIC SPIRIT AND OSCAR WILDE
b7594778	302393773	CHARLES VII AND THE 'COMPAGNIES D'ORDONNANCE,' 1445-1461: A STUDY IN MEDIEVAL REFORM
b1949490	302393287	THE RELATION BETWEEN THE OBJECTIVE AND SUBJECTIVE ASPECTS IN CHRISTIAN RELIGIOUS EXPERIENCE: A STUDY IN THE SYSTEMATIC AND DEVOTIONAL WRITINGS OF ARCHIBALD ALEXANDER, CHARLES HODGE, AND BENJAMIN B. WARFIELD
b1947862	302393120	AN INVESTIGATION OF THE PHONOLOGICAL FEATURES OF THE ENGLISH OF SINGAPORE AND THEIR RELATION TO THE LINGUISTIC SUBSTRATA OF MALAY, TAMIL, AND CHINESE LANGUAGES
NOT FOUN	302390574	MIRCEA ELIADE AND A ''NEW HUMANISM''
b1947752	302390453	THE IDEA OF GOD IN THE THOUGHT OF JOHN MACMURRAY: ITS BASIS AND SOME IMPLICATIONS
b7594783	302390097	HENRY LOK'S 'SUNDRY CHRISTIAN PASSIONS': A CRITICAL EDITION
b1947748	302389919	THE BEGINNINGS OF AMERICAN THEOLOGY: JOHN COTTON, THOMAS HOOKER, THOMAS SHEPARD AND PETER BULKELEY
b1947642	302388564	AMERICAN OPINIONS OF NATIONAL SOCIALISM, 1923-1939
b7596600	302388347	ACID HYDROLYSIS OF OPTICALLY ACTIVE 2-ETHYLETHYLENIMINE
b1947743	302388107	NATURE IMAGES IN THE POETRY OF ROBERT FROST: A THREE-PART STUDY (CONCORDANCE, DICTIONARY, ANALYSIS)
b7594768	302385954	ON QUADRATIC FORMS OVER A CERTAIN CLASS OF FUNCTION FIELDS
b1948889	302602089	THE EFFECT OF CATHOLICISM ON THE FERTILITY OF RHODE ISLAND WOMEN: 1968-1969
b1948418	302601714	PERACID OXIDATION OF CYCLOALKYNES AND DECOMPOSITION OF 2-DIAZOCYCLOALKANONES
b1948214	302601075	INDIAN AND ENGLISH MILITARY SYSTEMS IN NEW ENGLAND IN THE SEVENTEENTH CENTURY
b1947973	302600738	AN EDITION OF A SIXTEENTH-CENTURY ROMANCE OF CHIVALRY: DIEGO ORTUNEZ DE CALAHORRA'S 'ESPEJO DE PRINCIPIES Y CAVALLEROS (EL CABALLERO DEL FEBO).' (SPANISH TEXT)
b1948037	302600272	TRANSCENDENTAL SYMBOLISM' IN THE WORKS OF EMERSON, THOREAU, AND WHITMAN
b1948911	302599897	NEGRO SUBURBAN MIGRATION: 1955-1960
b1948928	302599415	IRRATIONAL MAN IN THE JACOBEAN DRAMA AND IN THE THEATRE OF THE ABSURD.
b1948559	302595793	GRAVITY PROBLEMS AND PARTICLE PHYSICS
b1947949	302595483	STUDIES OF ADAMANTYL AND OTHER RELATED POLYCYCLIC DERIVATIVES
b1948017	302595092	STRAIN IN MINOR FOLDS, VALLEY AND RIDGE PROVINCE, PENNSYLVANIA
b1948247	302587867	ISOMERIZATION OF EXO-2-NORBORNYL AND BENZYLIC THIOCYANATES
b1948253	302587689	APPROXIMATION ON DISKS
b1948043	302495693	GROUNDWATER - CARBONATE ROCK CHEMICAL INTERACTIONS, BARBADOS, WEST INDIES
b1949543	302495456	LUDWIG WINDTHORST: A POLITICAL BIOGRAPHY. (VOLUMES I-III)
b1948259	302495388	NORMAL IMPACT OF INFINITE ELASTIC AND ELASTIC-PLASTIC BEAMS BY A SEMI-INFINITE ELASTIC ROD
b1948078	302493884	VOTING PATTERNS IN CITY-COUNTY CONSOLIDATION REFERENDA: CASE STUDIES OF MEMPHIS AND NASHVILLE, TENNESSEE
b1948174	302493825	TWINNING AND TEXTURE TRANSITIONS IN TITANIUM SOLID-SOLUTION ALLOYS
b1948960	302493698	TECHNOLOGY, ENVIRONMENT, ORGANIZATION, AND MIGRATION: AN ECOLOGICAL APPROACH TO SOUTHERN NEGRO MIGRATION
b1948916	302492903	THE CONCEPT OF MIRACLES
b1947697	302675279	POLYCYCLIC ADAMANTYL ANALOGS.
b1948532	302675168	I. THE REACTION OF DI-TERT-BUTYL CYCLOPROPENYL CATIONS WITH NUCLEOPHILES. II. THE PERACID OXIDATION OF CYCLOPROPENES.
b1948530	302675065	FURTHER STUDIES ON OXIDATIVE-ADDITION REACTIONS OF TRANS-CHLOROCARBONYLBIS(TRIPHENYLPHOSPHINE)IRIDIUM(I).
b1948468	302675034	SEDIMENTOLOGY AND ECOLOGY OF A RECENT CARBONATE FACIES MOSAIC, CAPE SABLE, FLORIDA
b1949692	302675007	DAVIDSON AND CHISHOLM ON EVENTS.
b1948425	302673177	THE OXIDATION OF UNSATURATED STEROIDS WITH PERIODIC ACID IN PYRIDINE - WATER SOLUTION.
b1949562	302671759	THE BULL MOOSE YEARS: THEODORE ROOSEVELT AND THE PROGRESSIVE PARTY, 1912-1916. (VOLUMES I AND II)
b1949683	302671609	THE INDIAN HISTORY OF THE NICOLA VALLEY, BRITISH COLUMBIA
b1948597	302668140	IN VIVO AND IN VITRO STUDIES OF THE GUANINE ANALOG, 6-SELENOGUANINE
b1949713	302667782	LANCASTER COUNTY, VIRGINIA, 1650-1750: THE EVOLUTION OF A SOUTHERN TIDEWATER COMMUNITY.
b1949544	302667619	A HISTORICAL PHONOLOGY OF NARRAGANSETT
b1948620	302587913	PHOTOCONVERSIONS WITHIN THE CARBON(7)HYDROGEN(10) SYSTEM.
b1948581	302587790	NUCLEOPHILIC REACTIVITY TOWARD ARYNES
b7659750	302587736	REACTIONS OF (ALPHA,BETA)-DIBROMOOXIMES AND RELATED COMPOUNDS WITH NITROSYL-CHLORIDE.
b1948619	302587398	ON THE SEPARATION OF THE ANNUAL AND CHANDLER SPECTRAL COMPONENTS IN ASTRONOMIC LATITUDE AND POLAR MOTION DATA
b1949635	302586242	FEUDAL RELATIONSHIPS IN THE LOW COUNTRIES: A COMPARATIVE STUDY OF NINE PRINCIPALITIES.
b1949545	302585947	THE POLITICAL UNITY OF THE ROMAN EMPIRE DURING THE DISINTEGRATION OF THE WEST, A.D. 395-457
b1948516	302585698	THE PHOTOLYSIS OF 1,2,6-OCTATRIENE
b1949561	302585481	MARX'S HISTORICAL MATERIALISM AND THE PROBLEM OF EXPLANATION IN HISTORY
b1948406	302585376	TWO CONTRIBUTIONS TO THE THEORY OF METASTABLE STATES IN SUPERCONDUCTIVITY
b1949640	302585099	THE MEDIEVAL BANNER-FIEF AND THE TWO AGES OF FEUDAL GOVERNMENT
b1948480	302584639	ELECTROMAGNETICALLY EXCITED ACOUSTIC STANDING-WAVE RESONANCES IN METALS
b1948584	302582913	INTERACTIONS BETWEEN POLYNUCLEIC ACIDS AND OLIGONUCLEIC ACIDS
b1949548	302578092	PARADISE LOST AND THE RHETORIC OF JUSTIFICATION.
b1949549	302577858	JAMES: A RELIGIO-HISTORICAL STUDY OF THE RELATION BETWEEN JEWISH, GNOSTIC, AND CATHOLIC CHRISTIANITY IN THE EARLY PERIOD THROUGH AN INVESTIGATION OF THE TRADITIONS ABOUT JAMES THE LORD'S BROTHER.
b1949715	302702776	THE MANDARIN-CAPITALISTS FROM NANYANG: OVERSEAS CHINESE ENTERPRISE AND THE MODERNIZATION OF CHINA, 1893-1911.
b1947739	302702650	THE REPUBLICAN PARTY OF TEXAS, 1920-1961.
b1948643	302702390	THE PREPARATION AND CHARACTERIZATION OF CHALCOPYRITE AND RELATED PHASES.
b1949698	302701648	ANDROGYNY, MISOGYNY, AND MADNESS: THREE ESSAYS ON WOMEN IN LITERATURE.
b1947744	302695929	THE LEGAL TRADITIONS OF RABBI ISHMAEL: A FORM-CRITICAL AND LITERARY-CRITICAL APPROACH.
b1947763	302681433	QUANTITATIVE RADIOLARIAN-BASED PALEO-OCEANOGRAPHY IN LATE-PLEISTOCENE SUBARCTIC PACIFIC SEDIMENTS.
b1948647	302680896	FREE RADICAL REACTIONS OF GRIGNARD REAGENTS AND PEROXY-COMPOUNDS: A CIDNP (CHEMICALLY INDUCED DYNAMIC NUCLEAR POLARIZATION) STUDY.
b7595497	302676041	ON THE ALGEBRAIC COMPLEXITY OF MATRIX MULTIPLICATION.
b1949705	302675909	CONTRACEPTIVE PROTECTION PROVIDED INDIVIDUAL COUPLES AND ACHIEVEMENT OF PROGRAM GOALS: A COMPUTER SIMULATION STUDY OF A MARRIAGE COHORT UNDER VARYING CONDITIONS ASSOCIATED WITH NATIONAL FAMILY PLANNING PROGRAMS.
b1947717	302675312	CULTURAL INVOLUTION: TOURISTS, BALINESE, AND THE PROCESS OF MODERNIZATION IN AN ANTHROPOLOGICAL PERSPECTIVE.
b1947780	302675094	THE SOLVOLYSIS OF 4-ALKYLCYCLOHEXYL TOSYLATES.
b1947755	302674983	ULTRASONIC IRRADIATION OF SIMPLE ORGANIC SYSTEMS.
b1947714	302674906	PHILOSOPHICAL PROBLEMS OF HISTORICAL EXPLANATION.
b1947813	302674619	TRADITION AND INVENTION IN THE ICONOGRAPHIC PROGRAM OF THE EARLY ARCHAIC TEMPLE IN THE HERA SANCTUARY AT FOCE DEL SELE.
b1949687	302674406	A STUDY OF THE EFFORTS OF THE AMERICAN ZIONISTS TO INFLUENCE THE FORMULATION AND CONDUCT OF UNITED STATES FOREIGN POLICY DURING THE ROOSEVELT, TRUMAN, AND EISENHOWER ADMINISTRATIONS.
b1947848	302673297	ANAIS NIN: BEYOND THE MASK.
b1947822	302670799	CODIMENSION 1 ANOSOV FLOWS.
b1948184	302752404	POLITICAL PRACTICE IN THE VICE PRESIDENCY.
b1947876	302704863	AUSTRIA AND THE FIRST THREE TREATIES OF VERSAILLES, 1755-1758.
b1948722	302704537	THE SECRETEST CABINET: THE THEORY OF THE SOUL IN SIR PHILIP SIDNEY AND PHILIPPE DU PLESSIS DE MORNAY.
b1948032	302699786	CIDNP(+ CHEMICALLY INDUCED DYNAMIC NUCLEAR POLARIZATION) DURING PHOTOLYSIS OF SOME KETONES IN HIGH AND LOW MAGNETIC FIELDS.
b1948170	302699416	GEORG WITZEL AND SIXTEENTH CENTURY CATHOLIC REFORM: A STUDY IN THE DEVELOPMENT OF A PRETRIDENTINE THEOLOGY.
b1948042	302698482	THE TRUE AMERICANS: HENRY ADAMS, THEODORE ROOSEVELT, "PRUFROCK", AND OTHERS.
b1948071	302698000	FREEDOM 1 - NEGRITUDE AND HUMANISM. (TRANSLATION AND INTRODUCTION)
b1948337	302697760	QUANTIFIERS IN RUSSIAN.
b1948067	302695927	SELLARS' THEORY OF UNIVERSALS AND PARTICULARS.
b1947992	302694893	ELIZABETH MISSING SEWELL: A MINOR NOVELIST'S SEARCH FOR THE 'VIA MEDIA' IN THE EDUCATION OF WOMEN IN THE VICTORIAN ERA.
b1948066	302694666	THE NATURE OF VANADIUM(IV) IN AQUEOUS ALKALINE SOLUTION.
b1948276	302694284	SOCIOSTYLISTIC VARIATION IN SPOKEN EGYPTIAN ARABIC: A RE-EXAMINATION OF THE CONCEPT OF DIGLOSSIA.
b1948206	302692459	LITERARY GENRE IN MONTEVERDI.
b1948191	302692326	THE ROLE OF SETTING IN THE PROSE OF A.P. CEXOV: A STRUCTURAL APPROACH.
b1948304	302692266	JANE AUSTEN'S RHETORICAL ART: A REVALUATION.
b1948036	302692092	DICKENS' CINEMATIC IMAGINATION.
b1948230	302679281	THE PATRONAGE OF MUSIC IN LATE RENAISSANCE ENGLAND, 1588-1641.
b1948015	302679088	THE NATURE OF THE 2-AZA-5-NORBORNYL CATION AND STUDIES OF 2,3-DIAZABICYCLO(2.2.)HEPTANES.
b1949015	302678851	SOCIAL AND ECONOMIC CHANGE IN A DEPOPULATED COMMUNITY IN SOUTHERN GREECE.
b1948642	302678583	THERMAL DECOMPOSITION OF SALTS OF DINITROALKANES.
b1948506	302659933	PART I: TWO ISOMERIC AMIDES OF ITACONIC ACID. PART II: SOME REACTIONS OF KETOXIMES WITH NITROSYL CHLORIDE.
b1948262	302659323	ARTHUR MILLER AND AMERICAN MYTHOLOGY: THE DREAM AS LIFE-FORCE IN TWENTIETH CENTURY AMERICAN DRAMA.
b1948082	302656095	THE ROLE OF THE OCCULT IN THE POETRY OF RUBEN DARIO
b1948410	302780144	THEORETICAL AND EXPERIMENTAL STUDIES OF THERMODYNAMIC, FLUID DYNAMIC AND METALLURGICAL PHENOMENA IN ELECTRIC DISCHARGE MACHINING.
b1948769	302779563	HERMAN MELVILLE'S "CLAREL": THE REPUDIATION OF MYTH
